"gender","year","municipalities","value"
"Women","2016","Ljubno",301
"Women","2016","Ljutomer",1445
"Women","2016","Log - Dragomer",252
"Women","2016","Logatec",1637
"Women","2016","Loška dolina",574
"Women","2016","Loški Potok",76
"Women","2016","Lovrenc na Pohorju",181
"Women","2016","Luče",106
"Women","2016","Lukovica",684
"Women","2016","Majšperk",205
"Women","2016","Makole",111
"Women","2016","Maribor",27816
"Women","2016","Markovci",295
"Women","2016","Medvode",1670
"Women","2016","Mengeš",871
"Women","2016","Metlika",1188
"Women","2016","Mežica",519
"Women","2016","Miklavž na Dravskem polju",510
"Women","2016","Miren - Kostanjevica",484
"Women","2016","Mirna",360
"Women","2016","Mirna Peč",146
"Women","2016","Mislinja",242
"Women","2016","Mokronog - Trebelno",313
"Women","2016","Moravče",334
"Women","2016","Moravske Toplice",601
"Women","2016","Mozirje",486
"Women","2016","Murska Sobota",5928
"Women","2016","Muta",363
"Women","2016","Naklo",857
"Women","2016","Nazarje",952
"Women","2016","Nova Gorica",6951
"Women","2016","Novo mesto",10724
"Women","2016","Odranci",350
"Women","2016","Oplotnica",256
"Women","2016","Ormož",1914
"Women","2016","Osilnica",16
"Women","2016","Pesnica",585
"Women","2016","Piran/Pirano",3148
"Women","2016","Pivka",691
"Women","2016","Podčetrtek",503
"Women","2016","Podlehnik",137
"Women","2016","Podvelka",166
"Women","2016","Poljčane",548
"Women","2016","Polzela",684
"Women","2016","Postojna",2624
"Women","2016","Prebold",980
"Women","2016","Preddvor",321
"Women","2016","Prevalje",798
"Women","2016","Ptuj",5765
"Women","2016","Puconci",346
"Women","2016","Rače - Fram",553
"Women","2016","Radeče",411
"Women","2016","Radenci",589
"Women","2016","Radlje ob Dravi",863
"Women","2016","Radovljica",3319
"Women","2016","Ravne na Koroškem",1749
"Women","2016","Razkrižje",73
"Women","2016","Rečica ob Savinji",115
"Women","2016","Renče - Vogrsko",501
"Women","2016","Ribnica",1146
"Women","2016","Ribnica na Pohorju",48
"Women","2016","Rogaška Slatina",1899
"Women","2016","Rogašovci",167
"Women","2016","Rogatec",317
"Women","2016","Ruše",770
"Women","2016","Selnica ob Dravi",326
"Women","2016","Semič",605
"Women","2016","Sevnica",2426
"Women","2016","Sežana",2456
"Women","2016","Slovenj Gradec",3855
"Women","2016","Slovenska Bistrica",3108
"Women","2016","Slovenske Konjice",2177
"Women","2016","Sodražica",158
"Women","2016","Solčava",50
"Women","2016","Središče ob Dravi",115
"Women","2016","Starše",184
"Women","2016","Straža",256
"Women","2016","Sveta Ana",104
"Women","2016","Sveta Trojica v Slov. goricah",111
"Women","2016","Sveti Andraž v Slov. goricah",33
"Women","2016","Sveti Jurij ob Ščavnici",150
"Women","2016","Sveti Jurij v Slov. goricah",81
"Women","2016","Sveti Tomaž",56
"Women","2016","Šalovci",67
"Women","2016","Šempeter - Vrtojba",2069
"Women","2016","Šenčur",889
"Women","2016","Šentilj",898
"Women","2016","Šentjernej",750
"Women","2016","Šentjur",2051
"Women","2016","Šentrupert",222
"Women","2016","Škocjan",176
"Women","2016","Škofja Loka",3567
"Women","2016","Škofljica",997
"Women","2016","Šmarje pri Jelšah",1368
"Women","2016","Šmarješke Toplice",335
"Women","2016","Šmartno ob Paki",238
"Women","2016","Šmartno pri Litiji",483
"Women","2016","Šoštanj",1191
"Women","2016","Štore",351
"Women","2016","Tabor",44
"Women","2016","Tišina",168
"Women","2016","Tolmin",1797
"Women","2016","Trbovlje",1943
"Women","2016","Trebnje",1737
"Women","2016","Trnovska vas",40
"Women","2016","Trzin",2571
"Women","2016","Tržič",1454
"Women","2016","Turnišče",294
"Women","2016","Velenje",7010
"Women","2016","Velika Polana",70
"Women","2016","Velike Lašče",293
"Women","2016","Veržej",147
"Women","2016","Videm",287
"Women","2016","Vipava",693
"Women","2016","Vitanje",134
"Women","2016","Vodice",300
"Women","2016","Vojnik",792
"Women","2016","Vransko",279
"Women","2016","Vrhnika",1826
"Women","2016","Vuzenica",140
"Women","2016","Zagorje ob Savi",2018
"Women","2016","Zavrč",42
"Women","2016","Zreče",1661
"Women","2016","Žalec",3541
"Women","2016","Železniki",1067
"Women","2016","Žetale",55
"Women","2016","Žiri",994
"Women","2016","Žirovnica",275
"Women","2016","Žužemberk",426
"Women","2017","Ajdovščina",2613
"Women","2017","Ankaran/Ancarano",559
"Women","2017","Apače",164
"Women","2017","Beltinci",531
"Women","2017","Benedikt",152
"Women","2017","Bistrica ob Sotli",133
"Women","2017","Bled",1420
"Women","2017","Bloke",77
"Women","2017","Bohinj",627
"Women","2017","Borovnica",288
"Women","2017","Bovec",492
"Women","2017","Braslovče",299
"Women","2017","Brda",346
"Women","2017","Brezovica",1248
"Women","2017","Brežice",3162
"Women","2017","Cankova",109
"Women","2017","Celje",13210
"Women","2017","Cerklje na Gorenjskem",1202
"Women","2017","Cerknica",1659
"Women","2017","Cerkno",792
"Women","2017","Cerkvenjak",132
"Women","2017","Cirkulane",118
"Women","2017","Črenšovci",228
"Women","2017","Črna na Koroškem",372
"Women","2017","Črnomelj",1737
"Women","2017","Destrnik",147
"Women","2017","Divača",339
"Women","2017","Dobje",67
"Women","2017","Dobrepolje",385
"Women","2017","Dobrna",360
"Women","2017","Dobrova - Polhov Gradec",535
"Women","2017","Dobrovnik/Dobronak",102
"Women","2017","Dol pri Ljubljani",540
"Women","2017","Dolenjske Toplice",320
"Women","2017","Domžale",5215
"Women","2017","Dornava",460
"Women","2017","Dravograd",1145
"Women","2017","Duplek",365
"Women","2017","Gorenja vas - Poljane",635
"Women","2017","Gorišnica",266
"Women","2017","Gorje",164
"Women","2017","Gornja Radgona",1779
"Women","2017","Gornji Grad",185
"Women","2017","Gornji Petrovci",218
"Women","2017","Grad",79
"Women","2017","Grosuplje",2497
"Women","2017","Hajdina",311
"Women","2017","Hoče - Slivnica",1080
"Women","2017","Hodoš/Hodos",11
"Women","2017","Horjul",360
"Women","2017","Hrastnik",1128
"Women","2017","Hrpelje - Kozina",618
"Women","2017","Idrija",2294
"Women","2017","Ig",836
"Women","2017","Ilirska Bistrica",1368
"Women","2017","Ivančna Gorica",1690
"Women","2017","Izola/Isola",2853
"Women","2017","Jesenice",3148
"Women","2017","Jezersko",51
"Women","2017","Juršinci",103
"Women","2017","Kamnik",3580
"Women","2017","Kanal",417
"Women","2017","Kidričevo",2325
"Women","2017","Kobarid",465
"Women","2017","Kobilje",27
"Women","2017","Kočevje",1811
"Women","2017","Komen",257
"Women","2017","Komenda",999
"Women","2017","Koper/Capodistria",10144
"Women","2017","Kostanjevica na Krki",541
"Women","2017","Kostel",54
"Women","2017","Kozje",208
"Women","2017","Kranj",10395
"Women","2017","Kranjska Gora",820
"Women","2017","Križevci",409
"Women","2017","Krško",3779
"Women","2017","Kungota",292
"Women","2017","Kuzma",150
"Women","2017","Laško",1628
"Women","2017","Lenart",2149
"Women","2017","Lendava/Lendva",1354
"Women","2017","Litija",1542
"Women","2017","Ljubljana",106958
"Women","2017","Ljubno",304
"Women","2017","Ljutomer",1476
"Women","2017","Log - Dragomer",255
"Women","2017","Logatec",1696
"Women","2017","Loška dolina",546
"Women","2017","Loški Potok",71
"Women","2017","Lovrenc na Pohorju",187
"Women","2017","Luče",113
"Women","2017","Lukovica",740
"Women","2017","Majšperk",176
"Women","2017","Makole",119
"Women","2017","Maribor",28728
"Women","2017","Markovci",309
"Women","2017","Medvode",1726
"Women","2017","Mengeš",921
"Women","2017","Metlika",1229
"Women","2017","Mežica",533
"Women","2017","Miklavž na Dravskem polju",492
"Women","2017","Miren - Kostanjevica",504
"Women","2017","Mirna",380
"Women","2017","Mirna Peč",152
"Women","2017","Mislinja",248
"Women","2017","Mokronog - Trebelno",328
"Women","2017","Moravče",348
"Women","2017","Moravske Toplice",646
"Women","2017","Mozirje",526
"Women","2017","Murska Sobota",6081
"Women","2017","Muta",384
"Women","2017","Naklo",933
"Women","2017","Nazarje",1014
"Women","2017","Nova Gorica",7059
"Women","2017","Novo mesto",11065
"Women","2017","Odranci",369
"Women","2017","Oplotnica",270
"Women","2017","Ormož",1778
"Women","2017","Osilnica",16
"Women","2017","Pesnica",598
"Women","2017","Piran/Pirano",3283
"Women","2017","Pivka",757
"Women","2017","Podčetrtek",523
"Women","2017","Podlehnik",136
"Women","2017","Podvelka",175
"Women","2017","Poljčane",659
"Women","2017","Polzela",598
"Women","2017","Postojna",2677
"Women","2017","Prebold",1176
"Women","2017","Preddvor",335
"Women","2017","Prevalje",803
"Women","2017","Ptuj",5995
"Women","2017","Puconci",364
"Women","2017","Rače - Fram",580
"Women","2017","Radeče",439
"Women","2017","Radenci",594
"Women","2017","Radlje ob Dravi",899
"Women","2017","Radovljica",3478
"Women","2017","Ravne na Koroškem",1771
"Women","2017","Razkrižje",80
"Women","2017","Rečica ob Savinji",121
"Women","2017","Renče - Vogrsko",487
"Women","2017","Ribnica",1200
"Women","2017","Ribnica na Pohorju",45
"Women","2017","Rogaška Slatina",1961
"Women","2017","Rogašovci",167
"Women","2017","Rogatec",306
"Women","2017","Ruše",773
"Women","2017","Selnica ob Dravi",344
"Women","2017","Semič",668
"Women","2017","Sevnica",2490
"Women","2017","Sežana",2524
"Women","2017","Slovenj Gradec",4194
"Women","2017","Slovenska Bistrica",3304
"Women","2017","Slovenske Konjice",2294
"Women","2017","Sodražica",162
"Women","2017","Solčava",47
"Women","2017","Središče ob Dravi",114
"Women","2017","Starše",189
"Women","2017","Straža",282
"Women","2017","Sveta Ana",101
"Women","2017","Sveta Trojica v Slov. goricah",103
"Women","2017","Sveti Andraž v Slov. goricah",35
"Women","2017","Sveti Jurij ob Ščavnici",135
"Women","2017","Sveti Jurij v Slov. goricah",75
"Women","2017","Sveti Tomaž",57
"Women","2017","Šalovci",65
"Women","2017","Šempeter - Vrtojba",2193
"Women","2017","Šenčur",911
"Women","2017","Šentilj",872
"Women","2017","Šentjernej",821
"Women","2017","Šentjur",2118
"Women","2017","Šentrupert",224
"Women","2017","Škocjan",180
"Women","2017","Škofja Loka",3741
"Women","2017","Škofljica",1025
"Women","2017","Šmarje pri Jelšah",1408
"Women","2017","Šmarješke Toplice",341
"Women","2017","Šmartno ob Paki",235
"Women","2017","Šmartno pri Litiji",509
"Women","2017","Šoštanj",1163
"Women","2017","Štore",363
"Women","2017","Tabor",44
"Women","2017","Tišina",175
"Women","2017","Tolmin",1834
"Women","2017","Trbovlje",1936
"Women","2017","Trebnje",1873
"Women","2017","Trnovska vas",38
"Women","2017","Trzin",2747
"Women","2017","Tržič",1551
"Women","2017","Turnišče",298
"Women","2017","Velenje",7168
"Women","2017","Velika Polana",79
"Women","2017","Velike Lašče",291
"Women","2017","Veržej",151
"Women","2017","Videm",298
"Women","2017","Vipava",741
"Women","2017","Vitanje",133
"Women","2017","Vodice",326
"Women","2017","Vojnik",818
"Women","2017","Vransko",290
"Women","2017","Vrhnika",1869
"Women","2017","Vuzenica",148
"Women","2017","Zagorje ob Savi",2061
"Women","2017","Zavrč",43
"Women","2017","Zreče",1724
"Women","2017","Žalec",3608
"Women","2017","Železniki",1089
"Women","2017","Žetale",52
"Women","2017","Žiri",1027
"Women","2017","Žirovnica",272
"Women","2017","Žužemberk",440
"Women","2018","Ajdovščina",2716
"Women","2018","Ankaran/Ancarano",585
"Women","2018","Apače",171
"Women","2018","Beltinci",548
"Women","2018","Benedikt",167
"Women","2018","Bistrica ob Sotli",126
"Women","2018","Bled",1437
"Women","2018","Bloke",81
"Women","2018","Bohinj",654
"Women","2018","Borovnica",283
"Women","2018","Bovec",497
"Women","2018","Braslovče",304
"Women","2018","Brda",364
"Women","2018","Brezovica",1418
"Women","2018","Brežice",3180
"Women","2018","Cankova",116
"Women","2018","Celje",13570
"Women","2018","Cerklje na Gorenjskem",1331
"Women","2018","Cerknica",1696
"Women","2018","Cerkno",743
"Women","2018","Cerkvenjak",156
"Women","2018","Cirkulane",119
"Women","2018","Črenšovci",225
"Women","2018","Črna na Koroškem",359
"Women","2018","Črnomelj",1732
"Women","2018","Destrnik",137
"Women","2018","Divača",362
"Women","2018","Dobje",71
"Women","2018","Dobrepolje",393
"Women","2018","Dobrna",359
"Women","2018","Dobrova - Polhov Gradec",549
"Women","2018","Dobrovnik/Dobronak",114
"Women","2018","Dol pri Ljubljani",566
"Women","2018","Dolenjske Toplice",320
"Women","2018","Domžale",5304
"Women","2018","Dornava",480
"Women","2018","Dravograd",1105
"Women","2018","Duplek",381
"Women","2018","Gorenja vas - Poljane",654
"Women","2018","Gorišnica",286
"Women","2018","Gorje",170
"Women","2018","Gornja Radgona",1910
"Women","2018","Gornji Grad",185
"Women","2018","Gornji Petrovci",212
"Women","2018","Grad",80
"Women","2018","Grosuplje",2518
"Women","2018","Hajdina",308
"Women","2018","Hoče - Slivnica",1111
"Women","2018","Hodoš/Hodos",11
"Women","2018","Horjul",375
"Women","2018","Hrastnik",1087
"Women","2018","Hrpelje - Kozina",631
"Women","2018","Idrija",2024
"Women","2018","Ig",849
"Women","2018","Ilirska Bistrica",1380
"Women","2018","Ivančna Gorica",1744
"Women","2018","Izola/Isola",2871
"Women","2018","Jesenice",3202
"Women","2018","Jezersko",58
"Women","2018","Juršinci",110
"Women","2018","Kamnik",3666
"Women","2018","Kanal",423
"Women","2018","Kidričevo",2315
"Women","2018","Kobarid",476
"Women","2018","Kobilje",28
"Women","2018","Kočevje",1943
"Women","2018","Komen",280
"Women","2018","Komenda",1254
"Women","2018","Koper/Capodistria",10362
"Women","2018","Kostanjevica na Krki",500
"Women","2018","Kostel",56
"Women","2018","Kozje",215
"Women","2018","Kranj",10500
"Women","2018","Kranjska Gora",821
"Women","2018","Križevci",409
"Women","2018","Krško",3898
"Women","2018","Kungota",305
"Women","2018","Kuzma",161
"Women","2018","Laško",1576
"Women","2018","Lenart",2138
"Women","2018","Lendava/Lendva",1390
"Women","2018","Litija",1574
"Women","2018","Ljubljana",109942
"Women","2018","Ljubno",317
"Women","2018","Ljutomer",1503
"Women","2018","Log - Dragomer",250
"Women","2018","Logatec",1820
"Women","2018","Loška dolina",553
"Women","2018","Loški Potok",74
"Women","2018","Lovrenc na Pohorju",172
"Women","2018","Luče",124
"Women","2018","Lukovica",752
"Women","2018","Majšperk",191
"Women","2018","Makole",126
"Women","2018","Maribor",29571
"Women","2018","Markovci",313
"Women","2018","Medvode",1790
"Women","2018","Mengeš",925
"Women","2018","Metlika",1263
"Women","2018","Mežica",558
"Women","2018","Miklavž na Dravskem polju",461
"Women","2018","Miren - Kostanjevica",514
"Women","2018","Mirna",390
"Women","2018","Mirna Peč",170
"Women","2018","Mislinja",249
"Women","2018","Mokronog - Trebelno",334
"Women","2018","Moravče",380
"Women","2018","Moravske Toplice",639
"Women","2018","Mozirje",518
"Women","2018","Murska Sobota",6188
"Women","2018","Muta",398
"Women","2018","Naklo",920
"Women","2018","Nazarje",1071
"Women","2018","Nova Gorica",7188
"Women","2018","Novo mesto",11580
"Women","2018","Odranci",381
"Women","2018","Oplotnica",273
"Women","2018","Ormož",1886
"Women","2018","Osilnica",16
"Women","2018","Pesnica",543
"Women","2018","Piran/Pirano",3289
"Women","2018","Pivka",758
"Women","2018","Podčetrtek",534
"Women","2018","Podlehnik",142
"Women","2018","Podvelka",161
"Women","2018","Poljčane",667
"Women","2018","Polzela",575
"Women","2018","Postojna",2840
"Women","2018","Prebold",1252
"Women","2018","Preddvor",343
"Women","2018","Prevalje",816
"Women","2018","Ptuj",6123
"Women","2018","Puconci",368
"Women","2018","Rače - Fram",600
"Women","2018","Radeče",441
"Women","2018","Radenci",619
"Women","2018","Radlje ob Dravi",929
"Women","2018","Radovljica",3601
"Women","2018","Ravne na Koroškem",1714
"Women","2018","Razkrižje",80
"Women","2018","Rečica ob Savinji",114
"Women","2018","Renče - Vogrsko",478
"Women","2018","Ribnica",1251
"Women","2018","Ribnica na Pohorju",48
"Women","2018","Rogaška Slatina",2002
"Women","2018","Rogašovci",179
"Women","2018","Rogatec",312
"Women","2018","Ruše",743
"Women","2018","Selnica ob Dravi",366
"Women","2018","Semič",645
"Women","2018","Sevnica",2523
"Women","2018","Sežana",2648
"Women","2018","Slovenj Gradec",4499
"Women","2018","Slovenska Bistrica",3389
"Women","2018","Slovenske Konjice",2333
"Women","2018","Sodražica",172
"Women","2018","Solčava",55
"Women","2018","Središče ob Dravi",111
"Women","2018","Starše",192
"Women","2018","Straža",300
"Women","2018","Sveta Ana",108
"Women","2018","Sveta Trojica v Slov. goricah",94
"Women","2018","Sveti Andraž v Slov. goricah",35
"Women","2018","Sveti Jurij ob Ščavnici",137
"Women","2018","Sveti Jurij v Slov. goricah",83
"Women","2018","Sveti Tomaž",57
"Women","2018","Šalovci",63
"Women","2018","Šempeter - Vrtojba",2234
"Women","2018","Šenčur",978
"Women","2018","Šentilj",879
"Women","2018","Šentjernej",854
"Women","2018","Šentjur",2243
"Women","2018","Šentrupert",256
"Women","2018","Škocjan",189
"Women","2018","Škofja Loka",3874
"Women","2018","Škofljica",1051
"Women","2018","Šmarje pri Jelšah",1500
"Women","2018","Šmarješke Toplice",356
"Women","2018","Šmartno ob Paki",232
"Women","2018","Šmartno pri Litiji",507
"Women","2018","Šoštanj",1192
"Women","2018","Štore",362
"Women","2018","Tabor",40
"Women","2018","Tišina",174
"Women","2018","Tolmin",1728
"Women","2018","Trbovlje",2030
"Women","2018","Trebnje",1936
"Women","2018","Trnovska vas",45
"Women","2018","Trzin",2712
"Women","2018","Tržič",1608
"Women","2018","Turnišče",327
"Women","2018","Velenje",7336
"Women","2018","Velika Polana",83
"Women","2018","Velike Lašče",306
"Women","2018","Veržej",165
"Women","2018","Videm",306
"Women","2018","Vipava",784
"Women","2018","Vitanje",131
"Women","2018","Vodice",332
"Women","2018","Vojnik",845
"Women","2018","Vransko",303
"Women","2018","Vrhnika",1920
"Women","2018","Vuzenica",155
"Women","2018","Zagorje ob Savi",2116
"Women","2018","Zavrč",43
"Women","2018","Zreče",1707
"Women","2018","Žalec",3834
"Women","2018","Železniki",1133
"Women","2018","Žetale",59
"Women","2018","Žiri",1081
"Women","2018","Žirovnica",305
"Women","2018","Žužemberk",457
"Women","2019","Ajdovščina",2811
"Women","2019","Ankaran/Ancarano",623
"Women","2019","Apače",169
"Women","2019","Beltinci",551
"Women","2019","Benedikt",177
"Women","2019","Bistrica ob Sotli",126
"Women","2019","Bled",1464
"Women","2019","Bloke",84
"Women","2019","Bohinj",681
"Women","2019","Borovnica",290
"Women","2019","Bovec",520
"Women","2019","Braslovče",321
"Women","2019","Brda",374
"Women","2019","Brezovica",1484
"Women","2019","Brežice",3238
"Women","2019","Cankova",113
"Women","2019","Celje",13784
"Women","2019","Cerklje na Gorenjskem",1185
"Women","2019","Cerknica",1713
"Women","2019","Cerkno",700
"Women","2019","Cerkvenjak",149
"Women","2019","Cirkulane",133
"Women","2019","Črenšovci",236
"Women","2019","Črna na Koroškem",361
"Women","2019","Črnomelj",1803
"Women","2019","Destrnik",125
"Women","2019","Divača",377
"Women","2019","Dobje",72
"Women","2019","Dobrepolje",389
"Women","2019","Dobrna",390
"Women","2019","Dobrova - Polhov Gradec",572
"Women","2019","Dobrovnik/Dobronak",112
"Women","2019","Dol pri Ljubljani",550
"Women","2019","Dolenjske Toplice",328
"Women","2019","Domžale",5367
"Women","2019","Dornava",482
"Women","2019","Dravograd",1152
"Women","2019","Duplek",401
"Women","2019","Gorenja vas - Poljane",656
"Women","2019","Gorišnica",304
"Women","2019","Gorje",173
"Women","2019","Gornja Radgona",1883
"Women","2019","Gornji Grad",187
"Women","2019","Gornji Petrovci",195
"Women","2019","Grad",77
"Women","2019","Grosuplje",2600
"Women","2019","Hajdina",340
"Women","2019","Hoče - Slivnica",1138
"Women","2019","Hodoš/Hodos",10
"Women","2019","Horjul",405
"Women","2019","Hrastnik",1067
"Women","2019","Hrpelje - Kozina",619
"Women","2019","Idrija",2208
"Women","2019","Ig",891
"Women","2019","Ilirska Bistrica",1426
"Women","2019","Ivančna Gorica",1768
"Women","2019","Izola/Isola",2853
"Women","2019","Jesenice",3201
"Women","2019","Jezersko",60
"Women","2019","Juršinci",110
"Women","2019","Kamnik",3719
"Women","2019","Kanal",415
"Women","2019","Kidričevo",2173
"Women","2019","Kobarid",495
"Women","2019","Kobilje",29
"Women","2019","Kočevje",1997
"Women","2019","Komen",285
"Women","2019","Komenda",1337
"Women","2019","Koper/Capodistria",10562
"Women","2019","Kostanjevica na Krki",526
"Women","2019","Kostel",51
"Women","2019","Kozje",220
"Women","2019","Kranj",10431
"Women","2019","Kranjska Gora",830
"Women","2019","Križevci",421
"Women","2019","Krško",4006
"Women","2019","Kungota",286
"Women","2019","Kuzma",157
"Women","2019","Laško",1601
"Women","2019","Lenart",2136
"Women","2019","Lendava/Lendva",1376
"Women","2019","Litija",1622
"Women","2019","Ljubljana",112437
"Women","2019","Ljubno",329
"Women","2019","Ljutomer",1488
"Women","2019","Log - Dragomer",264
"Women","2019","Logatec",1858
"Women","2019","Loška dolina",527
"Women","2019","Loški Potok",75
"Women","2019","Lovrenc na Pohorju",170
"Women","2019","Luče",120
"Women","2019","Lukovica",781
"Women","2019","Majšperk",182
"Women","2019","Makole",106
"Women","2019","Maribor",30056
"Women","2019","Markovci",327
"Women","2019","Medvode",1878
"Women","2019","Mengeš",961
"Women","2019","Metlika",1258
"Women","2019","Mežica",553
"Women","2019","Miklavž na Dravskem polju",474
"Women","2019","Miren - Kostanjevica",545
"Women","2019","Mirna",410
"Women","2019","Mirna Peč",169
"Women","2019","Mislinja",264
"Women","2019","Mokronog - Trebelno",329
"Women","2019","Moravče",384
"Women","2019","Moravske Toplice",657
"Women","2019","Mozirje",532
"Women","2019","Murska Sobota",6200
"Women","2019","Muta",422
"Women","2019","Naklo",920
"Women","2019","Nazarje",1113
"Women","2019","Nova Gorica",7223
"Women","2019","Novo mesto",11766
"Women","2019","Odranci",414
"Women","2019","Oplotnica",280
"Women","2019","Ormož",1885
"Women","2019","Osilnica",16
"Women","2019","Pesnica",578
"Women","2019","Piran/Pirano",3200
"Women","2019","Pivka",757
"Women","2019","Podčetrtek",554
"Women","2019","Podlehnik",149
"Women","2019","Podvelka",141
"Women","2019","Poljčane",580
"Women","2019","Polzela",587
"Women","2019","Postojna",2854
"Women","2019","Prebold",1308
"Women","2019","Preddvor",348
"Women","2019","Prevalje",823
"Women","2019","Ptuj",6300
"Women","2019","Puconci",393
"Women","2019","Rače - Fram",639
"Women","2019","Radeče",453
"Women","2019","Radenci",632
"Women","2019","Radlje ob Dravi",953
"Women","2019","Radovljica",3612
"Women","2019","Ravne na Koroškem",1773
"Women","2019","Razkrižje",72
"Women","2019","Rečica ob Savinji",121
"Women","2019","Renče - Vogrsko",518
"Women","2019","Ribnica",1246
"Women","2019","Ribnica na Pohorju",45
"Women","2019","Rogaška Slatina",2507
"Women","2019","Rogašovci",171
"Women","2019","Rogatec",297
"Women","2019","Ruše",754
"Women","2019","Selnica ob Dravi",393
"Women","2019","Semič",624
"Women","2019","Sevnica",2537
"Women","2019","Sežana",2646
"Women","2019","Slovenj Gradec",4365
"Women","2019","Slovenska Bistrica",3434
"Women","2019","Slovenske Konjice",2354
"Women","2019","Sodražica",176
"Women","2019","Solčava",57
"Women","2019","Središče ob Dravi",108
"Women","2019","Starše",200
"Women","2019","Straža",308
"Women","2019","Sveta Ana",96
"Women","2019","Sveta Trojica v Slov. goricah",93
"Women","2019","Sveti Andraž v Slov. goricah",33
"Women","2019","Sveti Jurij ob Ščavnici",135
"Women","2019","Sveti Jurij v Slov. goricah",90
"Women","2019","Sveti Tomaž",61
"Women","2019","Šalovci",69
"Women","2019","Šempeter - Vrtojba",2290
"Women","2019","Šenčur",1003
"Women","2019","Šentilj",832
"Women","2019","Šentjernej",817
"Women","2019","Šentjur",2279
"Women","2019","Šentrupert",260
"Women","2019","Škocjan",189
"Women","2019","Škofja Loka",3974
"Women","2019","Škofljica",1078
"Women","2019","Šmarje pri Jelšah",1070
"Women","2019","Šmarješke Toplice",366
"Women","2019","Šmartno ob Paki",239
"Women","2019","Šmartno pri Litiji",527
"Women","2019","Šoštanj",1201
"Women","2019","Štore",364
"Women","2019","Tabor",44
"Women","2019","Tišina",178
"Women","2019","Tolmin",1723
"Women","2019","Trbovlje",2025
"Women","2019","Trebnje",1988
"Women","2019","Trnovska vas",36
"Women","2019","Trzin",2731
"Women","2019","Tržič",1612
"Women","2019","Turnišče",384
"Women","2019","Velenje",7255
"Women","2019","Velika Polana",90
"Women","2019","Velike Lašče",318
"Women","2019","Veržej",192
"Women","2019","Videm",315
"Women","2019","Vipava",838
"Women","2019","Vitanje",137
"Women","2019","Vodice",366
"Women","2019","Vojnik",871
"Women","2019","Vransko",303
"Women","2019","Vrhnika",1960
"Women","2019","Vuzenica",163
"Women","2019","Zagorje ob Savi",2091
"Women","2019","Zavrč",45
"Women","2019","Zreče",1648
"Women","2019","Žalec",3947
"Women","2019","Železniki",1093
"Women","2019","Žetale",51
"Women","2019","Žiri",1118
"Women","2019","Žirovnica",311
"Women","2019","Žužemberk",466
"Women","2020","Ajdovščina",2795
"Women","2020","Ankaran/Ancarano",612
"Women","2020","Apače",156
"Women","2020","Beltinci",510
"Women","2020","Benedikt",164
"Women","2020","Bistrica ob Sotli",116
"Women","2020","Bled",1381
"Women","2020","Bloke",80
"Women","2020","Bohinj",658
"Women","2020","Borovnica",281
"Women","2020","Bovec",519
"Women","2020","Braslovče",336
"Women","2020","Brda",383
"Women","2020","Brezovica",1539
"Women","2020","Brežice",3114
"Women","2020","Cankova",108
"Women","2020","Celje",13524
"Women","2020","Cerklje na Gorenjskem",1096
"Women","2020","Cerknica",1697
"Women","2020","Cerkno",693
"Women","2020","Cerkvenjak",118
"Women","2020","Cirkulane",141
"Women","2020","Črenšovci",238
"Women","2020","Črna na Koroškem",384
"Women","2020","Črnomelj",1833
"Women","2020","Destrnik",115
"Women","2020","Divača",356
"Women","2020","Dobje",74
"Women","2020","Dobrepolje",383
"Women","2020","Dobrna",369
"Women","2020","Dobrova - Polhov Gradec",582
"Women","2020","Dobrovnik/Dobronak",104
"Women","2020","Dol pri Ljubljani",570
"Women","2020","Dolenjske Toplice",332
"Women","2020","Domžale",5384
"Women","2020","Dornava",478
"Women","2020","Dravograd",1107
"Women","2020","Duplek",351
"Women","2020","Gorenja vas - Poljane",664
"Women","2020","Gorišnica",302
"Women","2020","Gorje",166
"Women","2020","Gornja Radgona",1846
"Women","2020","Gornji Grad",201
"Women","2020","Gornji Petrovci",203
"Women","2020","Grad",86
"Women","2020","Grosuplje",2632
"Women","2020","Hajdina",355
"Women","2020","Hoče - Slivnica",1092
"Women","2020","Hodoš/Hodos",14
"Women","2020","Horjul",396
"Women","2020","Hrastnik",1013
"Women","2020","Hrpelje - Kozina",576
"Women","2020","Idrija",2122
"Women","2020","Ig",869
"Women","2020","Ilirska Bistrica",1399
"Women","2020","Ivančna Gorica",1787
"Women","2020","Izola/Isola",2846
"Women","2020","Jesenice",3210
"Women","2020","Jezersko",63
"Women","2020","Juršinci",107
"Women","2020","Kamnik",3611
"Women","2020","Kanal",394
"Women","2020","Kidričevo",1419
"Women","2020","Kobarid",485
"Women","2020","Kobilje",27
"Women","2020","Kočevje",1941
"Women","2020","Komen",282
"Women","2020","Komenda",1480
"Women","2020","Koper/Capodistria",9985
"Women","2020","Kostanjevica na Krki",497
"Women","2020","Kostel",51
"Women","2020","Kozje",209
"Women","2020","Kranj",10293
"Women","2020","Kranjska Gora",765
"Women","2020","Križevci",430
"Women","2020","Krško",4051
"Women","2020","Kungota",280
"Women","2020","Kuzma",156
"Women","2020","Laško",1526
"Women","2020","Lenart",2152
"Women","2020","Lendava/Lendva",1346
"Women","2020","Litija",1602
"Women","2020","Ljubljana",113258
"Women","2020","Ljubno",335
